Source.Name,City,District,Sub-District,PM2.5,Date
PM25_Tambon_1m_2024-07-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,21.67445757,8/7/2024
PM25_Tambon_1m_2024-07-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,29.29769753,9/7/2024
PM25_Tambon_1m_2024-07-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,23.25802621,10/7/2024
PM25_Tambon_1m_2024-07-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,34.84570092,11/7/2024
PM25_Tambon_1m_2024-07-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,20.20516205,12/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,27.65154486,12/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,32.23314286,13/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,25.68315789,14/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,30.34825,15/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,25.53730769,16/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,30.17166667,17/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,26.7545,18/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,18.58170588,19/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,16.0325625,20/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,24.24394737,21/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,37.0533125,22/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,41.78807692,23/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,15.7075,24/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,20.57161538,25/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,29.78375,26/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,21.51392308,27/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,14.26431812,30/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,12.12678691,31/7/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,11.60389807,1/8/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,27.91270808,2/8/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,25.98566796,3/8/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,24.66756876,4/8/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,21.12504588,5/8/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,31.32704186,6/8/2024
PM25_Tambon_1m_2024-08-12.csv,กรุงเทพมหานคร,คลองเตย,คลองเตย,23.16627459,7/8/2024
